Main Rotor Elastomeric Bearing;3G6220V00154;3G6220V00154;1130;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;0;10000;1498;835,8;1652;1498;835,8;1652;n/a;n/a;8348;n/a;
Main Rotor Elastomeric Bearing;3G6220V00154;3G6220V00154;1132;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;0;10000;1498;835,8;1652;1498;835,8;1652;n/a;n/a;8348;n/a;
Main Rotor Elastomeric Bearing;3G6220V00154;3G6220V00154;1133;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;0;10000;1498;835,8;1652;1498;835,8;1652;n/a;n/a;8348;n/a;
Main Rotor Elastomeric Bearing;3G6220V00154;3G6220V00154;1134;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;0;10000;1498;835,8;1652;1498;835,8;1652;n/a;n/a;8348;n/a;
Main Rotor Elastomeric Bearing;3G6220V00154;3G6220V00154;1135;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;0;10000;1498;835,8;1652;1498;835,8;1652;n/a;n/a;8348;n/a;
ROTATING SWASHPLATE ASSY.;3G6230A00332;3G6230A00332;V11;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;4800;0;1498;853,3;1652;1498;853,3;1652;n/a;3946,7;n/a;n/a;
Upper Scissor Lever Assy;3G6230A00832;3G6230A00732;R1369;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;14300;0;1498;835,8;1652;1498;835,8;1652;n/a;13464,2;n/a;n/a;
Upper Scissor Lever Assy;3G6230A00832;3G6230A00732;R1370;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;14300;0;1498;835,8;1652;1498;835,8;1652;n/a;13464,2;n/a;n/a;
BOTTOM ROTATING SCISSORS ASSY;3G6230A00932;3G6230A00732;R1475;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;20100;0;1498;835,8;1652;1498;835,8;1652;n/a;19264,2;n/a;n/a;
BOTTOM ROTATING SCISSORS ASSY;3G6230A00932;3G6230A00732;R1476;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;20100;0;1498;835,8;1652;1498;835,8;1652;n/a;19264,2;n/a;n/a;
MGB Case Top Assy;3G6320A01035;3G6320A01035;R355;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;17000;0;1498;835,8;1652;1498;835,8;1652;n/a;16164,2;n/a;n/a;
Main Rotor Shaft (MGB assy);3G6320A01854;3G6320A01854;R49;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;15300;54000;1498;874,8;1662;1498;874,8;1662;n/a;14425,2;52338;n/a;
Main Case (MGB assy);3G6320A02738;3G6320A02738;R361;;RT;5/7/10;0;0;;#VALUE!;;;0Y 0M 0D;0;10000;77500;1498;835,8;1662;#VALUE!;835,8;1662;n/a;9164,2;75838;n/a;
MGB Antitorque Beam;3G6330A00532;3G6330A00532;R562;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;20000;0;1498;840,8;1662;1498;840,8;1662;n/a;19159,2;n/a;n/a;
BOLT;3G6330L00351;3G6330L00351;PPB0002;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;56000;0;1498;835,8;1652;1498;835,8;1652;n/a;55164,2;n/a;n/a;
BOLT;3G6330L00351;3G6330L00351;PPB0003;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;56000;0;1498;835,8;1652;1498;835,8;1652;n/a;55164,2;n/a;n/a;
BOLT;3G6330L00351;3G6330L00351;PPB0001;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;56000;0;1498;835,8;1652;1498;835,8;1652;n/a;55164,2;n/a;n/a;
BOLT;3G6330L00351;3G6330L00351;PPB0004;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;56000;0;1498;835,8;1652;1498;835,8;1652;n/a;55164,2;n/a;n/a;
TAIL ROTOR BLADE ASSY;3G6410A00133;3G6410A00131;V3991;blue;RT;19/12/12;439,78;425;0Y 0M 0D;0;0;;0Y 0M 0D;0;10000;0;614;396,02;1227;614;396,02;1227;n/a;9603,98;n/a;n/a;
TAIL ROTOR BLADE ASSY;3G6410A00133;3G6410A00131;V3999;white;RT;19/12/12;439,78;425;0Y 0M 0D;0;0;;0Y 0M 0D;0;10000;0;614;396,02;1227;614;396,02;1227;n/a;9603,98;n/a;n/a;
TAIL ROTOR BLADE ASSY;3G6410A00133;3G6410A00131;V3995;yellow;RT;19/12/12;439,78;425;0Y 0M 0D;0;0;;0Y 0M 0D;0;10000;0;614;396,02;1227;614;396,02;1227;n/a;9603,98;n/a;n/a;
TAIL ROTOR BLADE ASSY;3G6410A00133;3G6410A00131;V3987;red;RT;19/12/12;439,78;425;0Y 0M 0D;0;0;;0Y 0M 0D;0;10000;0;614;396,02;1227;614;396,02;1227;n/a;9603,98;n/a;n/a;
TAIL ROTOR HUB ASSY.;3G6420A00332;3G6420A00332;R439;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;7500;0;1498;842,05;1652;1498;842,05;1652;n/a;6657,95;n/a;n/a;
ELASTOMERIC BEARING;3G6420V00153;3G6420V00154;LK0877;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;5000;0;1498;835,8;1652;1498;835,8;1652;n/a;4164,2;n/a;n/a;
ELASTOMERIC BEARING;3G6420V00153;3G6420V00154;LK0930;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;5000;0;1498;835,8;1652;1498;835,8;1652;n/a;4164,2;n/a;n/a;
ELASTOMERIC BEARING;3G6420V00153;3G6420V00154;LK0873;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;5000;0;1498;835,8;1652;1498;835,8;1652;n/a;4164,2;n/a;n/a;
ELASTOMERIC BEARING;3G6420V00153;3G6420V00154;LK0919;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;5000;0;1498;835,8;1652;1498;835,8;1652;n/a;4164,2;n/a;n/a;
LAG DAMPER;3G6420V00455;3G6420V00455;LK3030;;RT;29/4/14;751;;0Y 6M 14D;180;182,3;;0Y 0M 0D;0;20000;0;124;84,8;1652;304;267,1;1652;n/a;19732,9;n/a;n/a;
LAG DAMPER;3G6420V00455;3G6420V00455;LK2969;;RT;29/4/14;751;;1Y 8M 0D;605;198,58;;0Y 0M 0D;0;20000;0;124;84,8;1652;322,58;283,38;1652;n/a;19716,62;n/a;n/a;
LAG DAMPER;3G6420V00455;3G6420V00455;LK1198;;RT;29/4/14;751;;2Y 11M 0D;1060;565,4;;0Y 0M 0D;0;20000;0;124;84,8;1652;689,4;650,2;1652;n/a;19349,8;n/a;n/a;
LAG DAMPER;3G6420V00455;3G6420V00455;LK3126;;RT;29/4/14;751;;1Y 4M 0D;485;264,25;;0Y 0M 0D;0;20000;0;124;84,8;1652;609;349,05;1652;n/a;19650,95;n/a;n/a;
Gimbal assy (input module shaft);3K6320A01132;3K6320A00136;KHI-MMC-A52;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;46000;0;1498;835,8;1652;1498;835,8;1652;n/a;45164,2;n/a;n/a;
Gimbal assy (input module shaft);3K6320A01132;3K6320A01132;KHI-MMC-B15;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;46000;0;1498;835,8;1652;1498;835,8;1652;n/a;45164,2;n/a;n/a;
Main Landing Gear LH Segment;3P5339A00333;3P5339A00333;291;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;0;80000;1498;835,8;1652;1498;835,8;1652;n/a;n/a;78348;n/a;
Main Landing Gear RH Segment;3P5339A00433;3P5339A00433;293;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;0;80000;1498;835,8;1652;1498;835,8;1652;n/a;n/a;78348;n/a;
NUMBER 1 DRIVE SHAFT;3T6510A00144;3T6510A00144;TBY4244;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;0;100000;1498;835,8;1662;1498;835,8;1662;n/a;n/a;98338;n/a;
SHAFT ASSY. Nç 2;3T6510A00241;3T6510A00241;TBY6242;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;16000;44800;1498;835,8;1668;1498;835,8;1668;n/a;15164,2;43132;n/a;
SHAFT ASSY. Nç 3;3T6510A00339;3T6510A00339;TBX7157;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;16000;44800;1498;835,8;1668;1498;835,8;1668;n/a;15164,2;43132;n/a;
IGB HOUSING ASSY CENTRE;3T6521A05135;3T6521A00149;TBF7003;;RT;5/7/10;0;0;0Y 0M 0D;0;;;0Y 0M 0D;0;0;100000;1498;835,8;1652;1498;835,8;1652;n/a;n/a;98348;n/a;
Flange Coupling;3T6521A05657;3T6521A00149;TBG3901;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;0;100000;1498;835,8;1662;1498;835,8;1662;n/a;n/a;98338;n/a;
TGB Input Flange Coupling;3T6521A07353;3T6521A00149;TBL9876;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;0;100000;1498;835,8;1662;1498;835,8;1662;n/a;n/a;98338;n/a;
TGB Input Flange Coupling;3T6521A07353;3T6522A00243;TBR6613;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;0;100000;1498;835,8;1662;1498;835,8;1662;n/a;n/a;98338;n/a;
Center Housing (TGB assy);3T6522A05146;3T6522A00243;TBR4858;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;10000;0;1498;835,8;1652;1498;835,8;1652;n/a;9164,2;n/a;n/a;
TGB OUTPUT HOUSING;3T6522A05339;3T6522A00243;TBK4988;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;0;48000;1498;835,8;1662;1498;835,8;1662;n/a;n/a;46338;n/a;
KIT MVA ASSY;4G1860F00113;4G1860F00113;R99;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;0Y 0M 0D;0;0;4500;1498;835,8;1652;1498;835,8;1652;n/a;n/a;2848;n/a;
PRESSURE CARTRIDGE ASSY;3G2592V00731;;8332;;RT;5/11/10;566;0;0Y 0M 0D;0;12;;5Y 0M 0D;1825;0;0;1378;269,8;1652;1378;281,8;1652;447;n/a;n/a;24/11/15;
TAIL PLANE FITTING LH;3G5510A04352;3G5510A05431;ML066F1;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;4Y 0M 0D;1460;0;0;1498;835,8;1652;1498;835,8;1652;-38;n/a;n/a;27/7/14;INSPECTION
TAIL PLANE FITTING RH;3G5510A04452;3G5510A05431;MR066F1;;RT;5/7/10;0;0;0Y 0M 0D;0;0;0;4Y 0M 0D;1460;0;0;1498;835,8;1652;1498;835,8;1652;-38;n/a;n/a;27/7/14;INSPECTION
